HP:0012869	espécimen de espermatozoide acéfalo
HP:0002878	fallo del sistema respiratorio para mantener la homeostasis
HP:0002286	tono de pelo rubio
HP:0003003	cáncer de colon familiar
HP:0006516	pulmón de granjero
HP:0003162	estado de hipoglucemia en ayunas
HP:0003162	episodio de hipoglucemia en ayunas
HP:0100003	mesotelioma peritoneal mortal
HP:0011985	acolia fecal
HP:0011469	regurgitación nasal relacionada con la alimentación
HP:0100822	prolapso genital femenino
HP:0010458	pseudohermafroditismo femenino diagnóstico
HP:0008826	subluxación de la cabeza femoral
HP:0031069	la torsión femoral, también conocida como rotación femoral o versión femoral, se refiere a la torsión entre las partes proximal y distal del fémur en el plano transversal. la anteversión femoral oscila entre 30-40 grados de media al nacer, y entre 8-14 grados en adultos. este término se aplica si la cantidad de torsión femoral se desvía de este rango.
HP:0010878	higroma quístico fetal con septaciones
HP:0025116	síndrome de sufrimiento fetal
HP:0008750	atresia laríngea fetal
HP:0012498	enredo del cordón nucal fetal
HP:0030713	malformación fetal de la vena de galeno
HP:0004809	trombocitopenia aloinmune fetal/neonatal
HP:0003610	reacción de metacromasia fibroblástica
HP:0003610	metacromasia de fibroblastos con azul de toluidina
HP:0045029	fascitis eosinofílica fibrosante
HP:0025261	rigidez de los dedos al despertar
HP:0000011	vejiga neurógena flácida o espástica
HP:0000437	aspecto de punta nasal plana
HP:0003996	articulación aplanada de la cabeza radial
HP:0003996	contorno de cabeza radial aplanado
HP:0003996	superficie de la cabeza radial aplanada
HP:0100754	vuelo de las ideas
HP:0030832	filamentos vítreos flotantes
HP:0012328	cementoma en flor
HP:0030497	Manchas blancas esponjosas en la mácula, que representan zonas localizadas de hinchazón blanca y densa de la capa de fibras nerviosas de la retina. Suelen tener una estructura interna en zigzag, un borde en forma de pluma pero, por lo demás, una forma bien delineada y una dimensión aproximada de 1 mm; se proyectan ligeramente en el vítreo y a veces desvían los vasos retinianos.
HP:0031606	Manchas blancas esponjosas en la retina, que representan zonas localizadas de hinchazón blanca y densa de la capa de fibras nerviosas de la retina. Suelen tener una estructura interna en zigzag, un borde en forma de pluma pero, por lo demás, una forma bien delineada y una dimensión aproximada de 1 mm; se proyectan ligeramente en el vítreo y a veces desvían los vasos retinianos.
HP:0012618	quiste uracal lleno de líquido
HP:0025320	fuga de fluoresceína en imágenes retinianas
HP:0001041	mejillas sonrojadas
HP:0031504	aspecto espumoso de la orina
HP:0032736	la crisis focal emocional con ira se caracteriza por la presencia de ira, como emoción expresada u observada, al inicio de la crisis. puede ir acompañada de un comportamiento agresivo.
HP:0001741	patología del prepucio
HP:0000193	punta de la úvula bífida
HP:0010697	catarata piramidal dirigida hacia delante originada en el polo anterior
HP:0030147	titubación truncal a cuatro hercios
HP:0030392	carcinoma del plexo coroideo del cuarto ventrículo
HP:0041154	fractura de la articulación del codo
HP:0003698	sentarse con frecuencia debido a la dificultad para permanecer de pie
HP:0011110	amigdalitis frecuente
HP:0002007	protuberancia frontal
HP:0000743	reflejos de liberación frontal presentes
HP:0030904	signo de liberación frontal: reflejo glabelar
HP:0005487	cresta de la sutura frontal
HP:0031504	aspecto espumoso de la orina
HP:0001285	tetraparesia espástica de cuerpo entero
HP:0001285	tetraparesia espástica de rango completo
HP:0001747	bazo accesorio funcional
HP:0002578	gastroparesia funcional
HP:0100607	dismenorrea ovárica funcional
HP:0004855	deficiencia de proteína s funcional
HP:0100502	deficiencia funcional de vitamina b12
HP:0001746	bazo funcionalmente ausente
HP:0025320	hallazgos en el fondo de ojo: fuga de fluoresceína
HP:0001241	huesos capitate y hamate fusionados
HP:0000085	tejido renal fusionado a través de la línea media
HP:0002948	vértebras fusionadas
HP:0011091	fusión o gemación
HP:0100829	galactorrea en ausencia de alimentación infantil
HP:0100829	galactorrea sin embarazo ni lactancia
HP:0001082	marcadores de inflamación de la vesícula biliar
HP:0100808	protrusión del divertículo gástrico
HP:0002588	úlcera gástrica duodenal
HP:0045038	linfoma gástrico procedente del tejido linfoide
HP:0002044	enfermedad ulcerosa relacionada con el gastrinoma: síndrome de zollinger-ellison
HP:0002036	hernia de hiato gastroesofágica
HP:0002020	reflujo gastroesofágico
HP:0011665	corazón roto
HP:0031003	polineuritis general
HP:0012050	anasarca generalizada
HP:0011169	La crisis clónica generalizada es un tipo de crisis motora generalizada caracterizada por sacudidas bilaterales sostenidas, simétricas o asimétricas, que se repiten con regularidad y afectan a los mismos grupos musculares.
HP:0025107	cutis marmorata telangiectásica congénita generalizada
HP:0005849	deposición generalizada de sales de calcio en el cerebro.
HP:0009064	síndrome de lipodistrofia generalizada
HP:0007569	erupción seborreica generalizada esta frase se centra en las erupciones o lesiones cutáneas causadas por la dermatitis seborreica
HP:0010751	hoyuelo genético en la barbilla
HP:0040146	defecto genético causante de la acidemia d-2-hidroxiglutárica
HP:0004912	raquitismo hipofosfatémico genético
HP:0001112	atrofia óptica de leber genética
HP:0008730	varones genéticos con genitales externos femeninos
HP:0001107	albinismo ocular genético
HP:0002594	hipoplasia pancreática de origen genético
HP:0001104	hipoplasia macular de origen genético
HP:0007709	distrofia corneal en banda genéticamente determinada
HP:0012462	trastorno del geniospasmo
HP:0030074	quimiodectoma genital
HP:0100600	configuración genital: escroto prepenil
HP:0031188	edema genital en tejidos blandos
HP:0100600	genitales con escroto prepenil
HP:0031088	síndrome genitourinario de sequedad vaginal asociada a la menopausia
HP:0025252	lesión geográfica de la lengua
HP:0025062	práctica de la geofagia
HP:0002416	quistes germinolíticos subependimarios
HP:0011674	teratoma cardíaco gigante
HP:0012328	cementoma gingival
HP:0030904	anomalía del reflejo glabelar
HP:0003003	cáncer de colon glandular
HP:0012174	glioblastoma multiforme de grado 4
HP:0012174	glioblastoma con necrosis pseudopalustre
HP:0008653	la semiluna glomerular identifica la localización específica de la formación de la semiluna en el riñón
HP:0031357	hemangioma glomeruloide de la piel
HP:0030404	hiperglucagonemia inducida por glucagonoma
HP:0003076	glucosuria diagnosis
HP:0001492	anomalías gonioscópicas en la anomalía de axenfeld
HP:0040138	histiocitosis mucinosa granulomatosa de la piel
HP:0012121	panuveítis granulomatosa
HP:0011075	manchas verdes en los dientes
HP:0031520	queja de dolor inguinal
HP:0012587	orina con mucha sangre
HP:0100274	el lagrimeo gustativo es el resultado de una inervación aberrante de las fibras del séptimo nervio craneal hacia el ganglio pterigopalatino, destinadas originalmente al ganglio submandibular. esta inervación aberrante provoca un lagrimeo incontrolable mientras se come o en previsión de una comida.
HP:0000771	desarrollo de la ginecomastia
HP:0003777	el pelo demuestra cambios pili torti
HP:0011359	cabello que carece del brillo del cabello normal.
HP:0012167	trastorno por tirones de pelo
HP:0004052	retraso en la osificación del hueso de la mano
HP:0030903	reflejo de prensión de la mano
HP:0031287	crecimiento inofensivo de queratosis seborreica
HP:0500086	con un aspecto característico de una zona de pigmentación gris pizarra dentro de los márgenes del disco que aparece comúnmente a lo largo de las zonas del borde neurorretiniano inferotemporal o temporal.
HP:0001477	postura de la cabeza con elevación compensatoria del mentón
HP:0006689	infección cardíaca por bacterias
HP:0012313	nódulo de heberden: hinchazón ósea de la articulación de la inmersión
HP:5200322	aumento de los comportamientos emocionales, como el llanto, la risa y la sonrisa, en comparación con el estado basal de la persona.
HP:0002573	hematoquecia en heces
HP:0012312	indicación hematológica de monocitopenia
HP:0001978	hematopoyesis fuera de la médula ósea
HP:0003805	vacuolas bordeadas teñidas con hematoxilina y eosina
HP:0030005	hemoconcentración por fuga capilar
HP:0011903	enfermedad de la hemoglobina h
HP:0011903	presencia de hemoglobina h
HP:0004844	hemoglobinemia en la anemia hemolítica coombs-positiva
HP:0001878	hemólisis
HP:0005575	síndrome urémico hemolítico - una microangiopatía trombótica
HP:0100762	vía biliar hemorrágica
HP:0012223	rotura esplénica hemorrágica
HP:0012543	hemosiderinuria detectada
HP:0040226	síndrome de deficiencia del cofactor ii de la heparina
HP:0100523	cavidad del absceso hepático
HP:0006574	avm hepática
HP:0001404	necrosis celular hepática
HP:0002884	hepatoblastoma hepático
HP:0004244	el paciente tiene un escafoides accesorio asintomático, que es una variación anatómica rara que no causa síntomas ni problemas.
HP:0002592	el paciente padece una úlcera gástrica refractaria, una úlcera de estómago crónica y persistente que se ha mostrado resistente a las terapias y tratamientos convencionales.
HP:0007765	la cámara anterior profunda del paciente se caracteriza por una notable expansión del espacio entre la córnea y el iris, que es clínicamente relevante y útil para documentar en los historiales médicos o comentar con los profesionales sanitarios.
HP:0006582	los síntomas recurrentes del paciente, caracterizados por episodios recurrentes similares al síndrome de reye, destacaban por su afectación tanto del hígado como del cerebro, lo que ponía de relieve el carácter recurrente de la enfermedad.
HP:0007603	la piel del paciente presenta lesiones pigmentadas benignas, concretamente pecas en zonas expuestas al sol, que se caracterizan por un aumento de la producción de melanina.
HP:0008078	las finas corticales metatarsales del paciente, como se ha observado en la literatura médica, requieren un seguimiento y una gestión cuidadosos para prevenir posibles complicaciones y garantizar una atención óptima al paciente.
HP:0006965	la encefalopatía necrotizante aguda del paciente, caracterizada por una rápida progresión de los síntomas neurológicos y una probable etiología vírica, requiere una rápida atención médica para evitar un mayor deterioro.
HP:0005849	los resultados de las neuroimágenes de la paciente revelaron una calcificación generalizada en todo el cerebro, lo que indica un diagnóstico de calcificación cerebral difusa.
HP:0003990	un paciente con una variación anatómica del cúbito caracterizada por un hueso cúbito puntiagudo experimenta dificultades en la alineación y el movimiento del hueso debido a esta anomalía congénita.
HP:0006762	un paciente diagnosticado de carcinoma pélvico renal irresecable presenta un tumor canceroso en la pelvis renal que no puede extirparse completamente mediante cirugía debido a su tamaño, localización o grado de diseminación.
HP:0008279	a un paciente se le diagnosticó hiperlipidemia transitoria tras presentar niveles elevados de triglicéridos y hallazgos de laboratorio característicos, que requerían una estrecha vigilancia médica y posibles intervenciones terapéuticas.
HP:0003964	el aumento del recambio óseo del antebrazo del paciente, caracterizado por una tasa acelerada de resorción y formación ósea en los huesos osteoporóticos del antebrazo, provocó un proceso de remodelación ósea desequilibrado.
HP:0008666	la alteración de la absorción tubular renal de histidina del paciente presenta un escenario clínico distinto que requiere una documentación exhaustiva en los resúmenes y discusiones médicas.
HP:0010749	blefarochalasis hereditaria
HP:0001139	coroideremia hereditaria
HP:0010751	hoyuelo hereditario en la barbilla
HP:0004912	raquitismo hipofosfatémico hereditario
HP:0004839	piropoiquilocitosis hereditaria
HP:0001994	síndrome de fanconi renal hereditario
HP:0009037	atrofia muscular espinal segmentaria hereditaria
HP:0002036	síndrome de hernia de hiato
HP:0025250	punto blanco oculto
HP:0012117	alta concentración de albúmina
HP:0012117	relación albúmina-globulina elevada
HP:0001561	niveles elevados de líquido amniótico
HP:0003072	calcio alto en sangre
HP:0003228	sodio alto en sangre
HP:0002150	alto contenido de calcio en la orina
