HP:0000002	Desviación de la norma de estatura con respecto a la esperada según las normas de edad y sexo.
HP:0004854	Reducción del recuento de plaquetas que se produce de forma esporádica, es decir, aparece y desaparece.
HP:0004855	Anomalía de la coagulación relacionada con una disminución de la concentración de proteína S dependiente de la vitamina K. La proteína S es un cofactor de la proteína C.
HP:0004856	Tipo de anemia caracterizada por una concentración normal de hemoglobina en los eritrocitos y un tamaño de éstos inferior al normal.
HP:0004857	Tipo de anemia caracterizada por eritrocitos anormalmente grandes con cantidades anormalmente altas de hemoglobina.
HP:0004859	Trombocitopenia relacionada con la ausencia o reducción grave del recuento de megacariocitos.
HP:0004860	Tipo de anemia megaloblástica (es decir, anemia caracterizada por la presencia de eritroblastos más grandes de lo normal) que mejora con la administración de tiamina.
HP:0004864	Recuento de sideroblastos anulares en la médula ósea por encima del límite superior de la normalidad. Los sideroblastos anulares son eritroblastos nucleados con una acumulación patológica de gránulos de hierro en la matriz mitocondrial. Pueden detectarse mediante tinción con azul de Prusia como agregados perinucleares azules en eritroblastos de aspirado de médula ósea.
HP:0004866	Respuesta anormal de las plaquetas al ADP que se manifiesta por la reducción o ausencia de agregación de las plaquetas tras la adición de ADP.
HP:0004870	Una forma crónica de anemia hemolítica.
HP:0004871	Presencia de una fístula entre el intestino y el perineo.
HP:0004872	Hernia abdominal que se produce en un punto débil de la pared abdominal como consecuencia de una herida quirúrgica que no ha cicatrizado completamente.
HP:0004876	Neumotórax neonatal sin lesión traumática del tórax o el pulmón.
HP:0004878	Falta de fuerza de los músculos intercostales, es decir, de los grupos musculares que discurren a lo largo de las costillas y que crean y mueven la pared torácica.
HP:0004879	Hiperventilación episódica.
HP:0004880	Mayor susceptibilidad a las infecciones respiratorias en los primeros años de vida, manifestada por episodios recurrentes de infecciones respiratorias.
HP:0004887	Estado de dificultad respiratoria que requiere una intervención para salvar la vida mediante el acceso a las vías respiratorias y la aplicación de ventilación con presión positiva.
HP:0004890	Una presión sanguínea anormalmente elevada en la circulación de la arteria pulmonar.
HP:0004891	Mayor susceptibilidad a las infecciones por aspiración, manifestada por episodios recurrentes de infecciones por aspiración.
HP:0004897	Forma de acidemia láctica que se produce en relación con el estrés o una infección.
HP:0004898	Una forma continua de acidemia láctica.
HP:0004900	Una forma grave de acidemia láctica.
HP:0004901	Forma de acidemia láctica que se produce tras el ejercicio o el esfuerzo.
HP:0004902	Forma de acidemia láctica de aparición congénita.
HP:0004904	El término diabetes del joven de inicio en la madurez (MODY) se utilizó inicialmente para los pacientes diagnosticados de hiperglucemia en ayunas que podían tratarse sin insulina durante más de dos años, en los que el diagnóstico inicial se realizaba a una edad temprana (menos de 25 años). Así pues, la MODY combina características de la diabetes de tipo 1 (edad joven en el momento del diagnóstico) y de la diabetes de tipo 2 (menor dependencia de la insulina que la diabetes de tipo 1). En la actualidad, el término MODY se utiliza con mayor frecuencia para referirse a un grupo de enfermedades monogénicas con estas características. En este caso, el término se utiliza para describir la hiperglucemia diagnosticada a una edad temprana sin dependencia de la insulina o con una dependencia menor, sin evidencia de resistencia a la insulina y sin evidencia de destrucción autoinmune de las células beta.
HP:0004905	Concentración de vitamina A por debajo del límite inferior de la normalidad en la circulación sanguínea.
HP:0004911	Episodios transitorios repetidos de acidosis metabólica, es decir, de acumulación de ácido o depleción de base debido a la acumulación de ácidos metabólicos.
HP:0004913	Forma intermitente (discontinua) de acidemia láctica.
HP:0004914	Episodios recurrentes de disminución de la concentración de glucosa en la sangre que se producen durante el periodo infantil.
HP:0004915	Una alteración del metabolismo de la galactosa.
HP:0004918	Forma de acidosis metabólica con aumento de los niveles séricos de cloruro.
HP:0004921	Una anomalía de la homeostasis de los iones magnesio.
HP:0004923	Aumento de la concentración de L-fenilalanina en la sangre.
HP:0004924	Una resistencia anormal a la glucosa, es decir, una reducción de la capacidad de mantener los niveles de glucosa en el torrente sanguíneo dentro de los límites normales tras la administración oral de glucosa.
HP:0004925	Una forma crónica de acidemia láctica.
HP:0004927	Ensanchamiento anormal del diámetro de la arteria pulmonar.
HP:0004931	Arteriosclerosis (aumento del grosor, aumento de la rigidez, pérdida de elasticidad) de las pequeñas arterias del cerebro.
HP:0004933	Separación de las capas internas de la pared de la aorta ascendente. Los desgarros en la capa íntima provocan la propagación de la disección (proximal o distal) secundaria a la entrada de sangre en el espacio íntima-media.
HP:0004934	Calcificación anormal de la vasculatura.
HP:0004935	Anomalía congénita con estrechamiento o ausencia total de la abertura entre el ventrículo derecho y la arteria pulmonar.
HP:0004936	Formación de un coágulo sanguíneo (trombo) en el interior de una vena, que provoca la obstrucción del flujo sanguíneo.
HP:0004937	Un aneurisma (abombamiento grave localizado en forma de globo hacia el exterior) en la arteria pulmonar.
HP:0004938	Flexión, torsión y enrollamiento excesivos de una arteria cerebral.
HP:0004940	Calcificación, es decir, depósito patológico de sales de calcio, que afecta a las arterias distribuidas por todo el cuerpo.
HP:0004941	Aumento de la presión en la vena porta prehepática.
HP:0004942	Por dilatación aórtica se entiende una dimensión superior al percentil 95 para la edad, el sexo y el tamaño corporal de una persona normal. Por el contrario, un aneurisma se define como una dilatación localizada de la aorta superior al 150% de lo previsto (relación entre el diámetro observado y el esperado igual o superior a 1,5). El aneurisma debe distinguirse de la ectasia, que representa una dilatación difusa de la aorta inferior al 50% del diámetro normal de la aorta.
HP:0004943	Aterosclerosis que se produce en una persona con determinados factores de riesgo (por ejemplo, LES, diabetes, tabaquismo, hipertensión, hipercolesterolemia, antecedentes familiares de cardiopatía precoz) a una edad más temprana de la que se produciría en otra persona sin esos factores de riesgo.
HP:0004944	Presencia de una dilatación o abombamiento localizado de una arteria cerebral.
HP:0004945	Separación (disección) de las capas de la porción extracraneal de la pared de la arteria carótida interna.
HP:0004947	Conexión anormal entre una arteria y una vena.
HP:0004948	Torsión anormal de arterias o venas.
HP:0004950	Estrechamiento de las arterias periféricas con reducción del flujo sanguíneo a las extremidades. Esta característica puede cuantificarse como un índice tobillo-brazo inferior a 0,9, y puede manifestarse clínicamente como claudicación.
HP:0004952	Anomalía vascular rara con una comunicación directa entre la arteria pulmonar y la vena pulmonar sin un lecho capilar intermedio.
HP:0004955	Forma tortuosa (es decir, retorcida) anormal de las arterias que afecta a la mayoría o a todas las arterias.
HP:0004959	Ensanchamiento anormal localizado (dilatación) de la aorta torácica descendente.
HP:0004960	Defecto congénito con aplasia (ausencia) de una de las arterias pulmonares derecha o izquierda.
HP:0004961	Origen anómalo de la arteria pulmonar izquierda, de forma que nace de la cara posterior de la arteria pulmonar derecha y pasa entre la tráquea y el esófago para alcanzar el hilio izquierdo.
HP:0004962	Acumulación de calcio y fosfato en las arterias con depósitos minerales en la capa íntima o medial de la pared vascular en la aorta torácica.
HP:0004963	Calcificación, es decir, depósito patológico de sales de calcio en la aorta.
HP:0004964	Aumento de la masa de la túnica media de las arterias de la circulación pulmonar.
HP:0004966	Calcificación, es decir, depósito patológico de sales de calcio en la túnica media de las grandes arterias (de conducción).
HP:0004968	Hemorragias recurrentes en el parénquima cerebral.
HP:0004969	Estenosis de una rama periférica de la arteria pulmonar.
HP:0004970	Ensanchamiento anormal localizado (dilatación) de la parte tubular de la aorta ascendente.
HP:0004971	Subdesarrollo de la arteria pulmonar.
HP:0004972	Aumento anormal de la presión arterial media en un individuo durante un solo ciclo cardíaco.
HP:0004974	La coartación de aorta es un estrechamiento o constricción de un segmento de la aorta abdominal.
HP:0004975	Ensanchamiento del fémur distal.
HP:0004977	Falta de hueso del radio en ambos lados asociada a un fallo congénito del desarrollo.
HP:0004979	Aumento anormal de la densidad del hueso metafisario.
HP:0004980	Reducción de la densidad del tejido óseo metafisario.
HP:0004987	Acortamiento de las partes medias de la pierna en relación con los segmentos superior y terminal.
HP:0004991	Acortamiento desproporcionado del segmento proximal del brazo (es decir, el húmero).
HP:0004993	Reducción del diámetro de un hueso largo con una reducción más pronunciada del diámetro de la diáfisis de los huesos largos.
HP:0005001	Luxación rotuliana repetida.
HP:0005003	Ausencia o subdesarrollo de la epífisis proximal del fémur.
HP:0005004	Forma anormalmente plana de la epífisis proximal del radio.
HP:0005005	Curvatura de aparición congénita o curvatura anormal del fémur que se normaliza con la edad.
HP:0005009	El húmero está acortado y presenta ensanchamiento de las metáfisis.
HP:0005011	Acortamiento de las partes medias del brazo en relación con los segmentos superior y terminal.
HP:0005013	Epífisis distal del radio anormalmente desarrollada (displásica).
HP:0005019	La tubulación se refiere al tamaño y la forma de los huesos tubulares. En niños y adolescentes, el proceso de modelado regula el crecimiento óseo normal. El diámetro final del eje (tubo) depende del crecimiento óseo aposicional y del equilibrio entre la resorción y la formación ósea perióstica y endóstica. La subtubulación se refiere a una forma ancha y ensanchada de los ejes (diáfisis) de los huesos largos.
