HP:0000002	Altura corporal anormal
HP:0009323	Extremidad cónica del hueso medio del dedo corazón
HP:0009324	Agrandamiento de la parte final del hueso medio del dedo medio
HP:0009325	Fragmentación de la parte final del hueso medio del dedo medio
HP:0009326	Parte final irregular del hueso medio del dedo medio
HP:0009327	Aumento de la densidad ósea de la parte final del hueso medio del dedo medio
HP:0009328	Pseudoepífisis de la falange media del dedo corazón
HP:0009329	Pequeña parte final del hueso medio del dedo corazón
HP:0009330	Calcificaciones moteadas en la parte final del hueso medio del dedo medio
HP:0009332	Anomalía de la parte final del hueso más externo del dedo corazón.
HP:0009333	Anomalía de la parte final del hueso más interno del dedo corazón
HP:0009334	Anomalía de la parte media del hueso medio del dedo medio
HP:0009335	Ausencia de la parte final del hueso más externo del dedo corazón
HP:0009336	Parte terminal en forma de corchete del hueso más externo del dedo corazón.
HP:0009337	Extremidad cónica del hueso más externo del dedo corazón
HP:0009338	Extensión de la parte final del hueso más externo del 3er dedo
HP:0009339	Fragmentación de la parte final del hueso más externo del dedo corazón
HP:0009340	Parte final irregular del hueso largo más externo del dedo corazón
HP:0009341	Aumento de la densidad ósea de la parte final del hueso más externo del dedo corazón
HP:0009342	Pseudoepífisis del hueso más externo del dedo corazón
HP:0009343	Parte terminal pequeña del hueso largo más externo del dedo corazón
HP:0009344	Calcificaciones moteadas en la parte final del hueso largo más externo del dedo corazón.
HP:0009346	Ausencia de la parte final del hueso más interno del dedo corazón
HP:0009347	Parte final en forma de corchete del hueso largo más interno del dedo corazón
HP:0009348	Extremidad cónica del hueso más interno del dedo corazón
HP:0009350	Fragmentación de la parte final del hueso más interno del dedo corazón
HP:0009351	Parte final irregular del hueso largo más interno del dedo corazón
HP:0009352	Aumento de la densidad ósea de la parte final del hueso más interno del dedo corazón
HP:0009354	Extremo pequeño del hueso más interno del dedo corazón
HP:0009355	Calcificaciones moteadas en la parte final del hueso largo más interno del dedo corazón.
HP:0009372	Dedos índice y segundo dedos del pie cortos
HP:0009393	Ausencia de la parte final del hueso del dedo anular
HP:0009394	Parte final de los huesos del dedo anular en forma de corchete
HP:0009395	Parte final en forma de cono de los huesos del dedo anular
HP:0009396	Agrandamiento de la parte final de los huesos del dedo anular
HP:0009397	Fragmentación de la parte final de los huesos del dedo anular
HP:0009398	Parte final irregular de los huesos del dedo anular
HP:0009399	Aumento de la densidad ósea de la parte final del hueso del dedo anular
HP:0009401	Pequeña parte final del hueso del dedo anular
HP:0009402	Calcificaciones moteadas en la parte final del hueso del dedo anular
HP:0009404	Huesos anchos del dedo anular
HP:0009405	Forma de bala del hueso del dedo anular
HP:0009407	Hueso triangular del dedo anular
HP:0009410	Ausencia de la parte final del hueso del dedo corazón
HP:0009411	Parte final del hueso del dedo corazón en forma de corchete
HP:0009412	Parte final cónica del hueso del dedo corazón
HP:0009413	Agrandamiento de la parte final del hueso del dedo corazón
HP:0009414	Fragmentación de la parte final del hueso del dedo corazón
HP:0009415	Parte final irregular del hueso del dedo corazón
HP:0009416	Aumento de la densidad ósea de la parte final del hueso del dedo corazón
HP:0009417	Pseudoepífisis de las falanges del dedo medio
HP:0009418	Pequeña parte final del hueso del dedo corazón
HP:0009419	Calcificaciones moteadas en la parte final del hueso del dedo corazón
HP:0009422	Hueso más externo del dedo corazón
HP:0009423	Hueso más externo del dedo corazón en forma de bala
HP:0009424	Defecto lítico de la falange terminal del dedo corazón
HP:0009425	Aumento desigual de la densidad ósea en el hueso más externo del 3er dedo.
HP:0009427	Hueso más externo del dedo corazón, de forma triangular
HP:0009428	Hueso curvo más externo del 3er dedo
HP:0009429	Ausencia del hueso más externo del dedo corazón
HP:0009431	Hueso medio del dedo corazón en forma de bala
HP:0009432	Hueso medio del dedo corazón curvado
HP:0009434	Aumento desigual de la densidad ósea en el hueso medio del dedo corazón.
HP:0009435	Fusión del hueso medio del dedo corazón
HP:0009436	Hueso medio del dedo corazón de forma triangular
HP:0009441	Huesos en forma de bala del dedo corazón
HP:0009442	Huesos curvados del dedo corazón
HP:0009443	Defectos líticos de las falanges del dedo medio
HP:0009445	Dedo corazón fusionado
HP:0009446	Hueso triangular del dedo corazón
HP:0009450	Hueso ancho más interno del dedo corazón
HP:0009451	Hueso más interno del dedo corazón en forma de bala
HP:0009452	Hueso interno curvado del dedo corazón
HP:0009454	Aumento desigual de la densidad ósea en el hueso más interno del dedo corazón.
HP:0009455	Fusión del hueso más interno del dedo corazón
HP:0009456	Hueso interno del dedo corazón de forma triangular
HP:0009458	Ausencia del hueso más interno del dedo corazón
HP:0009460	Ausencia del dedo corazón
HP:0009462	Dedo corazón girado hacia dentro
HP:0009463	Desviación cubital de los dedos medios
HP:0009467	Dedo índice desviado radialmente
HP:0009469	Contractura de la articulación de bisagra más externa del 3er dedo
HP:0009477	Fusión del hueso interno y medio del cuarto dedo
HP:0009478	Fusión del hueso más interno del dedo anular con el 4º hueso largo de la mano
HP:0009482	Fusión de los huesos interno y medio del dedo corazón
HP:0009483	Fusión de los huesos más internos del dedo medio con el hueso medio largo de la mano
HP:0009484	Desplazamiento de la mano o de los dedos de la mano
HP:0009486	Desviación radial de las manos
HP:0009488	Ausencia de la parte final del dedo índice
HP:0009490	Parte final cónica del dedo índice
HP:0009491	Agrandamiento de la parte final del dedo índice
HP:0009492	Fragmentación de la parte final del dedo índice
HP:0009493	Parte final irregular del dedo índice
HP:0009494	Aumento de la densidad ósea de la parte final del hueso del dedo índice
HP:0009495	Epífisis accesoria del dedo índice
HP:0009496	Parte final pequeña del dedo índice
HP:0009497	Calcificaciones moteadas en la parte final del dedo índice
HP:0009498	Parte final triangular del dedo índice
HP:0009501	Anomalía epifisaria de la falange proximal del 2º dedo
HP:0009503	Parte terminal en forma de corchete del hueso más externo del dedo índice.
HP:0009504	Extremidad cónica del hueso más externo del dedo índice
HP:0009505	Extremo agrandado del hueso más externo del dedo índice
HP:0009506	Fragmentación de la parte final del hueso más externo del dedo índice
HP:0009507	Parte final irregular del hueso más externo del dedo índice
HP:0009510	Pequeña parte terminal del hueso más externo del dedo índice
HP:0009511	Calcificaciones moteadas en la parte final del hueso más externo del dedo índice.
HP:0009512	Extremidad triangular del hueso más externo del dedo índice
HP:0009514	Parte final en forma de corchete del hueso medio largo del dedo índice
HP:0009516	Agrandamiento de la parte final del hueso medio del dedo índice
HP:0009517	Fragmentación de la parte final del hueso medio largo del dedo índice
HP:0009518	Parte final irregular del hueso medio largo del dedo índice
HP:0009519	Aumento de la densidad ósea de la parte final del hueso medio del dedo índice
HP:0009521	Pequeña parte final del hueso largo más interno del dedo índice
HP:0009522	Calcificaciones moteadas en la parte final del hueso medio del dedo índice.
HP:0009523	Parte final triangular del hueso medio del dedo índice
HP:0009524	Ausencia de la parte final del hueso más interno del dedo índice
HP:0009528	Fragmentación de la parte final del hueso largo más interno del dedo índice
HP:0009529	Parte final irregular del hueso largo más interno del dedo índice
HP:0009530	Aumento de la densidad ósea de la parte final del hueso más interno del dedo índice
HP:0009532	Parte final pequeña de la unión larga proximal del dedo índice
HP:0009533	Calcificaciones moteadas en la parte final del hueso largo más interno del dedo índice.
HP:0009537	Contracturas articulares del 2º dedo
HP:0009548	Huesos del dedo índice en forma de bala
HP:0009549	Huesos del índice curvados
HP:0009550	Defecto lítico en las falanges del dedo índice
HP:0009553	Anomalía de la línea de implantación del cabello
HP:0009558	Hueso más ancho y externo del dedo índice
HP:0009559	Hueso más externo del dedo índice en forma de bala
HP:0009560	Hueso curvo más externo del dedo índice
HP:0009562	Aumento desigual de la densidad ósea en el hueso más externo del 2º dedo.
HP:0009564	Hueso más externo del 2º dedo, de forma triangular
HP:0009569	Hueso medio ancho del dedo índice
HP:0009570	Hueso medio del dedo índice en forma de bala
HP:0009571	Hueso medio del dedo índice curvado
HP:0009572	Defectos líticos de la falange del dedo índice medio
HP:0009573	Aumento desigual de la densidad ósea en el hueso medio del dedo índice.
HP:0009574	Fusión del hueso medio del dedo índice
HP:0009575	Hueso medio del dedo índice de forma triangular
HP:0009579	Fusión de los huesos índice interno y medio
HP:0009582	Hueso más interno del dedo índice en forma de bala
HP:0009583	Hueso interno curvado del dedo índice
HP:0009584	Defectos líticos de la falange proximal del dedo índice
HP:0009585	Aumento desigual de la densidad ósea en el hueso más interno del dedo índice
HP:0009586	Fusión del hueso más interno del dedo índice
HP:0009589	Neuromas acústicos bilaterales
HP:0009596	Ausencia del hueso más interno del dedo índice
HP:0009598	Fusión del hueso más interno del dedo índice con el 2º hueso largo de la mano
HP:0009606	Duplicación completa del hueso más externo del pulgar
HP:0009608	Duplicación completa del hueso más interno del pulgar
HP:0009614	Hueso del pulgar con muescas
HP:0009615	Duplicación completa del primer hueso largo de la mano
HP:0009624	Contractura de la articulación carpometacarpiana del pulgar
HP:0009625	Contractura de la articulación metacarpofalángica del pulgar
HP:0009630	Hueso más interno y ancho del pulgar
HP:0009631	Hueso más interno del pulgar en forma de bala
HP:0009632	Hueso interno del pulgar curvado
HP:0009633	Defectos osteolíticos de la falange proximal del pulgar
HP:0009634	Aumento desigual de la densidad ósea en el hueso más interno del pulgar.
HP:0009635	Fusión del hueso del pulgar
HP:0009643	Hueso más externo del pulgar en forma de bala
HP:0009644	Hueso curvo más externo del pulgar
HP:0009646	Aumento desigual de la densidad ósea en el hueso más externo del pulgar.
HP:0009648	Hueso externo del pulgar de forma triangular
HP:0009654	Defectos osteolíticos de las falanges del pulgar
HP:0009663	Anomalía de la parte final del hueso largo interno del pulgar
HP:0009664	Ausencia de la parte final del hueso largo interno del pulgar
HP:0009665	Parte final en forma de corchete del hueso largo más interno del pulgar
HP:0009666	Parte final en forma de cono del hueso largo más interno del pulgar
HP:0009667	Extremo agrandado del hueso largo interno del pulgar
HP:0009668	Fragmentación de la parte final del hueso largo interno del pulgar
HP:0009669	Parte final irregular del hueso largo más interno del pulgar
HP:0009670	Aumento de la densidad ósea de la parte final del hueso más interno del pulgar
HP:0009672	Parte final pequeña del hueso largo más interno del pulgar
HP:0009673	Calcificaciones moteadas en la parte final del hueso largo interno del pulgar
HP:0009674	Parte final triangular del hueso largo más interno del pulgar
HP:0009675	Ausencia de la parte final del hueso más largo del pulgar
HP:0009676	Parte final en forma de corchete del hueso largo más externo del pulgar.
HP:0009679	Fragmentación de la parte terminal del pulgar del hueso largo más externo
HP:0009680	Parte final irregular del hueso más externo del pulgar
HP:0009681	Aumento de la densidad ósea de la parte final del hueso más externo del pulgar
HP:0009682	Pseudoepífisis del hueso más externo del pulgar
HP:0009683	Pequeña parte final del hueso más externo del pulgar
HP:0009684	Calcificaciones moteadas en la parte final del hueso más externo del pulgar.
HP:0009687	Parte final del hueso del pulgar en forma de ménsula
HP:0009693	Pseudoepífisis del pulgar
HP:0009696	Parte final triangular del hueso del pulgar
HP:0009699	Defectos líticos de los huesos de la mano
HP:0009704	Linfocitosis crónica del líquido cefalorraquídeo
HP:0009705	Fusión del 2º hueso largo de la mano
HP:0009706	Fusión del 3er hueso largo de la mano
HP:0009707	Fusión del 4º hueso largo de la mano
HP:0009708	Fusión del 5º hueso largo de la mano
HP:0009710	Lesiones de sabañón
HP:0009711	Retinal hemangioblastoma
HP:0009714	Anomalía del epidídimo
HP:0009719	Máculas hipomelanóticas
HP:0009723	Anomalía de la región subungueal
HP:0009724	Subungual fibroma
HP:0009727	Zonas perforadas de hipopigmentación coriorretiniana
HP:0009731	Cerebral hamartomata
HP:0009734	Glioma óptico
HP:0009735	Spinal neurofibromas
HP:0009736	Seudoartrosis tibial
HP:0009737	Hamartomas del iris
HP:0009739	Antihélix hipoplásico
HP:0009742	Hombros rígidos
HP:0009743	Distiquiasis de las pestañas del párpado
HP:0009744	Anomalía de la duramadre espinal
HP:0009745	Quistes aracnoideos epidurales del canal raquídeo
HP:0009751	Ausencia del músculo pectoral mayor
HP:0009759	Pterigión de cuello
HP:0009762	Arrugas faciales
HP:0009770	Huesos de la mano curvados
HP:0009783	Ausencia de bíceps
HP:0009785	Ausencia de tríceps
HP:0009788	Quads ausentes
HP:0009795	Fístula branquial
HP:0009798	Bocio eutiroideo
HP:0009799	Bazo extra
HP:0009802	Ausencia del hueso del dedo de la mano
HP:0009817	Ausencia de huesos de los miembros inferiores
HP:0009822	Ausencia de huesos del antebrazo
HP:0009823	Ausencia de huesos de las extremidades superiores
HP:0009825	Ausencia de huesos de las extremidades
HP:0009831	Un solo nervio dañado
HP:0009837	Hueso del dedo más externo de la mano en forma de bala
HP:0009838	Hueso más externo y curvado de la mano
HP:0009846	Vínculos curvados del dedo corazón de la mano
HP:0009849	Fusión del hueso del dedo corazón
HP:0009850	Huesos del dedo corazón de la mano con forma triangular
HP:0009853	Huesos más internos de la mano en forma de bala
HP:0009854	Huesos más internos y curvados de la mano
HP:0009855	Osteólisis de las falanges proximales
HP:0009857	Fusión de los huesos internos de la mano
HP:0009858	Hueso más interno del dedo de forma triangular
HP:0009875	Hueso más externo de la mano, de forma triangular
HP:0009879	Simplificación giral cortical
HP:0009880	Huesos más externos de la mano
HP:0009888	Anomalía del vello sexual secundario
HP:0009890	Vello frontal alto
HP:0009894	Orejas engrosadas
HP:0009895	Anomalía del pabellón auricular
HP:0009904	Hélice grande
HP:0009911	Anomalía del hueso temporal
HP:0009912	Anomalía del tragus
HP:0009915	Asimetría de las córneas
HP:0009937	Vello facial excesivo
HP:0009946	Dedo índice adicional
HP:0009950	Duplicación completa del hueso más externo del dedo índice
HP:0009952	Duplicación completa del hueso medio del dedo índice
